                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.5995,                 3.9337,                 2.1184,                0.00345,                0.09936,                0.00195,                0.00065,                 3.0289,                 3.6435,                 1.6507,                 0.0856,                 0.0016,                 0.0016
                      1,                 3.0005,                 3.5348,                 1.6844,                0.01161,                0.51465,                0.01139,                 0.0042,                 2.6034,                 3.3245,                 1.3617,               0.070291,              0.0032907,              0.0032907
                      2,                 2.6561,                 2.6981,                 1.4561,                0.36651,                0.14268,                0.14824,                0.03964,                 2.6612,                 2.5472,                 1.4508,               0.054972,              0.0049717,              0.0049717
                      3,                 2.6688,                 2.3012,                 1.3862,                0.35472,                0.17707,                0.16461,                0.04995,                 2.4762,                 2.4528,                 1.3688,               0.039643,              0.0066431,              0.0066431
                      4,                 2.7033,                 2.2476,                 1.3731,                 0.3581,                0.07533,                0.09883,                0.02689,                 2.7842,                 2.6969,                 1.5747,               0.024305,               0.008305,               0.008305
                      5,                 2.7463,                 2.2295,                 1.3398,                0.29448,                0.21656,                0.18027,                0.05451,                 2.7359,                 2.2411,                 1.3771,              0.0098586,              0.0098586,              0.0098586
                      6,                 2.6948,                   2.15,                 1.3297,                0.25473,                0.24295,                 0.1569,                0.04351,                 2.7724,                  2.174,                 1.4026,              0.0098586,              0.0098586,              0.0098586
                      7,                  2.669,                  2.156,                 1.3619,                0.22271,                0.28871,                0.15086,                0.04609,                 2.5606,                 2.1932,                 1.3096,              0.0098303,              0.0098303,              0.0098303
                      8,                 2.6221,                 2.1387,                 1.3034,                0.28016,                0.35669,                0.19856,                0.06615,                 2.4827,                 2.2381,                 1.3874,               0.009802,               0.009802,               0.009802
                      9,                 2.6557,                 2.1126,                 1.3097,                0.20848,                0.32484,                0.14992,                0.04615,                 2.5829,                 2.2478,                 1.3876,              0.0097737,              0.0097737,              0.0097737
                     10,                  2.741,                 2.0729,                 1.3235,                0.20884,                0.24586,                0.13033,                0.04073,                 2.6244,                 3.3565,                 1.4455,              0.0097454,              0.0097454,              0.0097454
                     11,                 2.5704,                 2.0283,                 1.3284,                0.27408,                0.38089,                0.21184,                0.06672,                 2.5742,                 2.1547,                 1.4548,              0.0097171,              0.0097171,              0.0097171
                     12,                 2.5693,                 2.0649,                  1.343,                0.26286,                0.39745,                0.17382,                0.05873,                 2.4711,                  2.237,                 1.4099,              0.0096889,              0.0096889,              0.0096889
                     13,                 2.5597,                  2.022,                 1.2991,                0.32962,                0.36561,                0.22581,                0.06965,                 2.5208,                 2.1033,                 1.4135,              0.0096606,              0.0096606,              0.0096606
                     14,                 2.6033,                 2.0008,                 1.3137,                0.33814,                0.38593,                0.26686,                0.08333,                 2.5096,                 2.0555,                 1.3904,              0.0096323,              0.0096323,              0.0096323
                     15,                 2.5805,                 2.0359,                 1.3477,                0.25981,                0.31465,                0.15678,                0.04592,                 2.6635,                 1.9805,                 1.4741,               0.009604,               0.009604,               0.009604
                     16,                   2.55,                 1.9734,                 1.3106,                0.34814,                0.37834,                0.25981,                0.07773,                 2.5147,                 1.9558,                 1.3783,              0.0095757,              0.0095757,              0.0095757
                     17,                 2.6191,                  1.959,                 1.2898,                0.33336,                0.41529,                0.25162,                0.08322,                 2.4466,                  2.322,                 1.4169,              0.0095474,              0.0095474,              0.0095474
                     18,                 2.5174,                 1.9012,                 1.2952,                0.32777,                0.36688,                0.23219,                0.07103,                 2.5694,                 2.4389,                 1.4163,              0.0095191,              0.0095191,              0.0095191
                     19,                 2.5934,                 1.9649,                 1.2693,                0.26332,                0.32611,                 0.1744,                0.04524,                 2.6079,                 2.1471,                 1.4009,              0.0094909,              0.0094909,              0.0094909
                     20,                 2.5453,                 1.9266,                 1.2776,                0.34939,                0.35778,                0.24092,                0.07775,                 2.4049,                 2.2339,                 1.3189,              0.0094626,              0.0094626,              0.0094626
                     21,                 2.5741,                 2.0082,                 1.2649,                0.32177,                0.38217,                0.22484,                0.06823,                 2.3916,                 2.0408,                 1.3045,              0.0094343,              0.0094343,              0.0094343
                     22,                  2.492,                 1.9277,                 1.2563,                0.24304,                0.42548,                0.15857,                0.04906,                  2.377,                 2.0292,                 1.3142,               0.009406,               0.009406,               0.009406
                     23,                 2.4531,                 1.8854,                 1.2712,                  0.293,                0.35287,                0.22181,                0.06885,                 2.4977,                 2.3045,                 1.3411,              0.0093777,              0.0093777,              0.0093777
                     24,                 2.4761,                 1.9933,                 1.2797,                0.33001,                0.41656,                 0.2718,                0.09285,                 2.3177,                 1.9788,                 1.2192,              0.0093494,              0.0093494,              0.0093494
                     25,                 2.5217,                 1.8963,                 1.2658,                0.33784,                0.36943,                0.24386,                 0.0786,                 2.4766,                  1.969,                 1.2933,              0.0093211,              0.0093211,              0.0093211
                     26,                 2.5264,                 1.9333,                 1.2801,                0.33257,                0.39745,                0.25356,                0.08625,                 2.5069,                 2.0008,                 1.3568,              0.0092929,              0.0092929,              0.0092929
                     27,                 2.5582,                 1.9256,                 1.2922,                0.36173,                0.41274,                0.27857,                0.08746,                 2.4932,                 1.8465,                 1.3348,              0.0092646,              0.0092646,              0.0092646
                     28,                 2.4306,                 1.9207,                 1.2969,                0.37455,                0.39745,                 0.2983,                0.08955,                 2.5497,                 1.7958,                 1.3369,              0.0092363,              0.0092363,              0.0092363
                     29,                 2.4894,                 1.9188,                 1.2784,                0.33854,                0.37452,                0.25914,                0.07927,                 2.4765,                 1.8441,                 1.3574,               0.009208,               0.009208,               0.009208
                     30,                 2.4486,                 1.9314,                 1.3263,                0.35531,                0.41656,                0.27015,                0.08889,                 2.3871,                 1.8162,                 1.3132,              0.0091797,              0.0091797,              0.0091797
                     31,                 2.5396,                 1.8826,                 1.3099,                0.32376,                0.35287,                0.22747,                0.07715,                 2.4084,                 2.0286,                 1.3174,              0.0091514,              0.0091514,              0.0091514
                     32,                  2.469,                 1.8262,                 1.2356,                0.35742,                0.41019,                0.26384,                0.08006,                 2.4981,                 1.9462,                 1.3074,              0.0091231,              0.0091231,              0.0091231
                     33,                 2.5049,                 1.9213,                 1.2679,                0.26456,                0.33758,                0.18674,                0.04863,                 2.5312,                 1.9121,                 1.3301,              0.0090949,              0.0090949,              0.0090949
                     34,                 2.4811,                 1.9156,                  1.261,                 0.3684,                 0.4051,                0.26864,                0.08341,                 2.4071,                 1.8223,                 1.3343,              0.0090666,              0.0090666,              0.0090666
                     35,                 2.4989,                 1.9247,                 1.3205,                 0.3631,                0.37325,                0.28253,                0.08942,                 2.4987,                 1.7934,                 1.4011,              0.0090383,              0.0090383,              0.0090383
                     36,                  2.451,                 1.8374,                 1.2883,                0.34442,                 0.3949,                0.26412,                0.09231,                 2.3792,                 1.7937,                 1.3185,                0.00901,                0.00901,                0.00901
