                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 3.0966,                 4.3139,                 2.3078,                0.28273,                0.26497,                0.17174,                0.05023,                 2.8069,                 2.7437,                 2.2568,                 0.0856,                 0.0016,                 0.0016
                      1,                 2.7117,                 2.6713,                  2.037,                0.32643,                0.35669,                0.23327,                0.06996,                 2.5626,                 3.6592,                 1.9101,               0.070291,              0.0032907,              0.0032907
                      2,                 2.4527,                 3.1182,                  1.773,                0.31158,                 0.0879,                0.13077,                0.04082,                  2.375,                 2.9172,                  1.748,               0.054972,              0.0049717,              0.0049717
                      3,                   2.36,                 2.6715,                  1.688,                0.39271,                0.35586,                0.30636,                0.10421,                 2.2559,                 2.1219,                 1.8358,               0.039643,              0.0066431,              0.0066431
                      4,                 2.2475,                  2.728,                 1.6312,                0.30845,                0.39236,                 0.2353,                0.06681,                 2.4426,                 4.0202,                 1.8783,               0.024305,               0.008305,               0.008305
                      5,                  2.352,                 2.6914,                 1.6771,                0.36634,                 0.3758,                0.26242,                0.09278,                 2.4229,                 4.2539,                  1.987,              0.0098586,              0.0098586,              0.0098586
                      6,                 2.2801,                 2.9173,                 1.7618,                0.36466,                0.29045,                0.21505,                0.06074,                  2.436,                  2.505,                 2.0517,              0.0098586,              0.0098586,              0.0098586
                      7,                 2.2664,                 2.5213,                 1.7565,                0.36519,                0.34522,                0.24724,                0.08766,                 2.2735,                 2.6633,                 1.9309,              0.0098303,              0.0098303,              0.0098303
                      8,                 2.2374,                 2.3093,                 1.6698,                0.28799,                0.37325,                0.19244,                 0.0628,                 2.2971,                 3.3069,                 1.9084,               0.009802,               0.009802,               0.009802
                      9,                 2.2879,                 2.2413,                 1.7091,                0.19643,                0.35414,                0.12732,                0.04202,                 2.3094,                 4.4976,                 1.9515,              0.0097737,              0.0097737,              0.0097737
                     10,                 2.2544,                 2.1319,                 1.6399,                0.29122,                0.42675,                0.22779,                0.07787,                 2.1712,                 3.2289,                 1.8447,              0.0097454,              0.0097454,              0.0097454
                     11,                 2.1429,                  2.211,                 1.6883,                0.24082,                0.44331,                 0.1909,                0.06716,                 2.1513,                  2.214,                 1.8175,              0.0097171,              0.0097171,              0.0097171
                     12,                 2.1071,                 2.2014,                 1.6024,                0.21958,                0.31975,                0.17482,                0.06126,                 2.2393,                 2.3369,                 1.8894,              0.0096889,              0.0096889,              0.0096889
                     13,                 2.1829,                 2.2159,                 1.5896,                0.23413,                0.35796,                0.18079,                0.05915,                 2.1943,                 2.9296,                 1.8348,              0.0096606,              0.0096606,              0.0096606
                     14,                 2.1575,                  2.109,                 1.6073,                0.31303,                0.44459,                0.24103,                0.07505,                 2.3315,                 2.7009,                 1.9091,              0.0096323,              0.0096323,              0.0096323
                     15,                 2.2052,                 2.0828,                 1.6508,                0.30335,                0.37197,                0.21512,                0.06239,                 2.2858,                 2.4699,                  1.882,               0.009604,               0.009604,               0.009604
                     16,                 2.1377,                 2.0866,                 1.6035,                0.31172,                0.34904,                 0.2179,                0.06662,                 2.3251,                 2.4926,                 1.9419,              0.0095757,              0.0095757,              0.0095757
                     17,                  2.163,                  2.019,                  1.599,                0.42448,                0.42293,                0.31672,                0.11748,                 2.1689,                 2.0022,                 1.7888,              0.0095474,              0.0095474,              0.0095474
                     18,                  2.178,                 1.9765,                 1.5763,                0.34949,                0.44841,                0.28028,                0.09819,                 2.1984,                 2.1521,                 1.7479,              0.0095191,              0.0095191,              0.0095191
                     19,                 2.1932,                 1.9745,                 1.5642,                0.32149,                 0.3949,                0.24177,                0.06957,                 2.3598,                 2.3121,                  1.798,              0.0094909,              0.0094909,              0.0094909
                     20,                 2.1638,                 1.9896,                 1.5699,                0.30667,                0.47771,                0.23663,                0.07899,                 2.1977,                 2.4016,                 1.7266,              0.0094626,              0.0094626,              0.0094626
                     21,                 2.2108,                 2.0125,                 1.5563,                0.35798,                0.44586,                0.29397,                0.10214,                 2.1669,                 2.0879,                 1.7493,              0.0094343,              0.0094343,              0.0094343
                     22,                 2.1458,                 1.9833,                 1.5692,                0.35146,                0.43312,                0.27208,                0.09579,                 2.1586,                  1.965,                 1.7164,               0.009406,               0.009406,               0.009406
                     23,                 2.1024,                 2.0057,                 1.5715,                 0.3493,                 0.4293,                0.26776,                0.08177,                  2.304,                 2.2183,                 1.7911,              0.0093777,              0.0093777,              0.0093777
                     24,                 2.1252,                 2.0467,                 1.5576,                0.35716,                 0.4535,                0.28724,                0.10702,                 2.1071,                 1.9594,                 1.6564,              0.0093494,              0.0093494,              0.0093494
                     25,                 2.0971,                 1.8694,                  1.549,                0.40065,                0.44331,                0.31323,                 0.1013,                 2.2944,                 1.9547,                 1.7651,              0.0093211,              0.0093211,              0.0093211
                     26,                 2.1176,                 1.9247,                  1.543,                0.42556,                0.44713,                0.32374,                0.12073,                 2.1366,                 1.8963,                 1.7017,              0.0092929,              0.0092929,              0.0092929
                     27,                 2.1495,                 1.9325,                 1.5706,                0.23483,                0.27389,                0.12825,                0.04033,                 2.3751,                 3.3162,                 1.8656,              0.0092646,              0.0092646,              0.0092646
                     28,                 2.0924,                 1.8999,                 1.5794,                 0.4092,                0.45478,                 0.3108,                0.09306,                 2.3883,                 2.0941,                 1.8729,              0.0092363,              0.0092363,              0.0092363
                     29,                 2.1234,                 1.8727,                 1.5688,                0.36647,                0.43567,                0.29423,                0.09138,                  2.314,                 2.0042,                  1.873,               0.009208,               0.009208,               0.009208
                     30,                 2.0589,                 1.8996,                 1.5753,                 0.3633,                0.45987,                0.28705,                0.09338,                 2.2857,                 2.0556,                 1.8403,              0.0091797,              0.0091797,              0.0091797
                     31,                 2.1029,                 1.8197,                 1.5804,                0.40893,                0.43312,                0.33255,                0.11546,                 2.2039,                 1.8958,                 1.7698,              0.0091514,              0.0091514,              0.0091514
                     32,                 2.0351,                 1.7387,                 1.4943,                0.36573,                0.42166,                0.27771,                0.09566,                 2.3237,                 1.9479,                 1.8247,              0.0091231,              0.0091231,              0.0091231
                     33,                 2.0872,                 1.8147,                 1.5501,                0.35002,                0.40764,                0.26966,                0.08484,                 2.3532,                 2.0454,                 1.8454,              0.0090949,              0.0090949,              0.0090949
                     34,                 2.0387,                 1.7643,                 1.4742,                 0.3578,                0.38854,                 0.2654,                0.08571,                 2.3027,                 2.1218,                 1.8101,              0.0090666,              0.0090666,              0.0090666
                     35,                 2.0394,                 1.7991,                 1.5329,                0.39681,                0.43822,                0.31384,                0.10538,                 2.3151,                 1.8549,                 1.8127,              0.0090383,              0.0090383,              0.0090383
                     36,                 2.0153,                  1.706,                 1.4978,                 0.3919,                0.44331,                0.31616,                 0.1155,                 2.2158,                 1.8772,                 1.7696,                0.00901,                0.00901,                0.00901
                     37,                 2.0413,                 1.7557,                 1.4808,                0.32628,                 0.4293,                0.26979,                 0.0943,                 2.2364,                 1.9298,                 1.7743,              0.0089817,              0.0089817,              0.0089817
                     38,                 1.9934,                 1.7405,                  1.504,                0.40288,                0.46155,                0.32015,                0.11215,                 2.1936,                 1.8728,                 1.7503,              0.0089534,              0.0089534,              0.0089534
                     39,                 2.0034,                 1.7223,                 1.5011,                0.32075,                0.42675,                 0.2579,                0.09216,                 2.1928,                 2.0628,                 1.6997,              0.0089251,              0.0089251,              0.0089251
                     40,                 1.9806,                 1.6308,                 1.4556,                0.25283,                0.39236,                0.18457,                0.06145,                 2.3161,                 2.3362,                 1.8121,              0.0088969,              0.0088969,              0.0088969
                     41,                 1.9612,                  1.668,                 1.4874,                0.34181,                  0.475,                0.27824,                0.09629,                 2.2662,                 1.9679,                  1.766,              0.0088686,              0.0088686,              0.0088686
                     42,                 1.9544,                 1.6096,                 1.4408,                0.39889,                0.45394,                0.33012,                 0.1167,                 2.3046,                 1.8519,                 1.8163,              0.0088403,              0.0088403,              0.0088403
                     43,                 1.9605,                 1.5661,                 1.4605,                0.33041,                0.38089,                0.25451,                0.09123,                 2.3036,                 2.0107,                 1.7982,               0.008812,               0.008812,               0.008812
                     44,                  1.897,                 1.6404,                 1.4526,                0.29434,                0.42295,                0.24098,                0.07581,                 2.3875,                 1.9987,                 1.8224,              0.0087837,              0.0087837,              0.0087837
                     45,                 1.9455,                 1.6061,                 1.4404,                0.34108,                0.49125,                0.28172,                0.09883,                  2.286,                 1.8617,                 1.7641,              0.0087554,              0.0087554,              0.0087554
                     46,                 1.9331,                 1.5776,                 1.4026,                0.29674,                0.44841,                0.24463,                0.08576,                  2.325,                 1.9461,                 1.8006,              0.0087271,              0.0087271,              0.0087271
                     47,                  1.957,                  1.537,                 1.4546,                0.33085,                0.39428,                0.24734,                0.07822,                 2.4454,                 1.9683,                 1.9106,              0.0086989,              0.0086989,              0.0086989
                     48,                 1.9198,                 1.5171,                 1.4429,                0.35379,                0.35414,                0.24884,                0.08307,                  2.436,                 2.0962,                 1.8979,              0.0086706,              0.0086706,              0.0086706
                     49,                 1.8297,                  1.465,                 1.3892,                0.40366,                0.45961,                0.32324,                0.10619,                 2.3808,                 1.8288,                   1.88,              0.0086423,              0.0086423,              0.0086423
                     50,                 1.8476,                 1.4689,                 1.4367,                0.37369,                0.38599,                0.27049,                 0.0914,                 2.3451,                 2.0003,                 1.8443,               0.008614,               0.008614,               0.008614
