                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     51,                 1.9699,                 1.7114,                 1.4038,                0.31384,                0.39363,                0.25184,                0.08604,                 2.3106,                 1.9559,                 1.6834,              0.0085857,              0.0085857,              0.0085857
                     52,                  1.947,                 1.6043,                 1.3704,                 0.3391,                0.36178,                0.24948,                0.08035,                 2.4154,                 2.0221,                 1.7464,              0.0085574,              0.0085574,              0.0085574
                     53,                 1.8982,                 1.5481,                 1.3527,                0.39032,                0.41146,                0.30194,                0.11199,                 2.3305,                 1.9807,                 1.6724,              0.0085291,              0.0085291,              0.0085291
                     54,                 1.9414,                 1.4851,                 1.3321,                0.38838,                0.41529,                  0.287,                0.10383,                 2.2924,                 1.9481,                  1.661,              0.0085009,              0.0085009,              0.0085009
                     55,                 1.9108,                 1.4886,                 1.3432,                0.32101,                0.38967,                 0.2364,                0.07762,                 2.4254,                 2.0863,                  1.743,              0.0084726,              0.0084726,              0.0084726
                     56,                  1.826,                  1.416,                 1.3115,                0.31737,                0.39873,                0.23842,                0.07572,                 2.4326,                 2.0401,                 1.7391,              0.0084443,              0.0084443,              0.0084443
                     57,                 1.8742,                 1.5006,                 1.3304,                0.32795,                0.37707,                 0.2327,                0.07625,                 2.3871,                 2.1001,                 1.7287,               0.008416,               0.008416,               0.008416
                     58,                 1.8837,                  1.498,                 1.3198,                0.30653,                0.39236,                0.22131,                0.06808,                 2.5044,                 2.0851,                 1.7833,              0.0083877,              0.0083877,              0.0083877
                     59,                 1.8674,                 1.4763,                 1.3293,                0.34836,                0.44713,                0.27685,                0.09542,                 2.3568,                 1.8998,                 1.7144,              0.0083594,              0.0083594,              0.0083594
                     60,                 1.8228,                 1.4339,                 1.3357,                0.37853,                0.43528,                 0.2978,                0.10626,                 2.3609,                 1.8519,                 1.7148,              0.0083311,              0.0083311,              0.0083311
                     61,                 1.8334,                 1.3776,                 1.2779,                0.35373,                0.38981,                0.26969,                0.09204,                 2.3515,                 1.9565,                 1.7122,              0.0083029,              0.0083029,              0.0083029
                     62,                 1.7987,                 1.4541,                 1.3077,                0.30622,                0.30828,                0.20534,                0.06887,                 2.3919,                 2.3732,                 1.7234,              0.0082746,              0.0082746,              0.0082746
                     63,                 1.8301,                 1.4084,                 1.3255,                0.33853,                 0.4051,                0.25525,                0.08996,                 2.4167,                 1.9433,                 1.7264,              0.0082463,              0.0082463,              0.0082463
                     64,                  1.797,                  1.377,                 1.2822,                0.29441,                0.35669,                 0.2157,                 0.0726,                  2.444,                 2.1291,                 1.7378,               0.008218,               0.008218,               0.008218
                     65,                 1.8095,                 1.3693,                 1.2899,                0.33295,                0.38471,                0.24582,                 0.0821,                 2.4198,                 2.0105,                 1.7308,              0.0081897,              0.0081897,              0.0081897
                     66,                 1.7922,                 1.3406,                 1.2692,                0.34383,                0.34777,                0.23384,                  0.077,                  2.456,                 2.0742,                 1.7546,              0.0081614,              0.0081614,              0.0081614
                     67,                 1.7916,                 1.3348,                 1.3028,                0.29886,                0.36178,                0.21168,                0.07102,                 2.4894,                 2.1609,                 1.8069,              0.0081331,              0.0081331,              0.0081331
                     68,                 1.7804,                 1.2959,                 1.2918,                0.33057,                0.36943,                 0.2429,                0.08314,                 2.4809,                 2.0492,                 1.7777,              0.0081049,              0.0081049,              0.0081049
                     69,                 1.7771,                 1.2847,                 1.2708,                0.32044,                0.39236,                0.24119,                0.08491,                 2.4179,                 2.1287,                 1.7246,              0.0080766,              0.0080766,              0.0080766
                     70,                 1.7201,                 1.2477,                 1.2426,                0.34884,                0.41146,                0.26033,                0.08258,                 2.4507,                 2.0519,                 1.7561,              0.0080483,              0.0080483,              0.0080483
                     71,                 1.7644,                 1.2687,                 1.2626,                0.29782,                0.38599,                0.22684,                0.07804,                 2.3621,                 2.1159,                 1.7172,                0.00802,                0.00802,                0.00802
                     72,                 1.7261,                  1.345,                 1.2764,                0.31936,                0.38854,                0.23222,                0.07447,                 2.4335,                  2.118,                 1.7748,              0.0079917,              0.0079917,              0.0079917
                     73,                 1.6927,                 1.2249,                 1.2323,                0.34694,                0.42166,                0.27125,                0.09379,                 2.3691,                 1.9892,                 1.7065,              0.0079634,              0.0079634,              0.0079634
                     74,                 1.6615,                 1.1952,                 1.2323,                0.34519,                0.38344,                0.24888,                0.08299,                 2.4253,                 2.0797,                 1.7656,              0.0079351,              0.0079351,              0.0079351
                     75,                 1.7125,                 1.2126,                 1.2449,                0.32658,                0.33248,                0.22565,                0.07448,                 2.4584,                    2.2,                 1.7757,              0.0079069,              0.0079069,              0.0079069
                     76,                 1.6924,                 1.1989,                 1.2282,                0.33668,                0.34333,                0.24646,                 0.0785,                 2.4881,                 2.1138,                 1.8085,              0.0078786,              0.0078786,              0.0078786
                     77,                   1.63,                 1.1656,                 1.2148,                0.31391,                0.35924,                0.22446,                0.07198,                 2.4855,                 2.1926,                 1.7745,              0.0078503,              0.0078503,              0.0078503
                     78,                 1.6347,                 1.1409,                 1.2261,                0.34137,                 0.3473,                0.24813,                0.08003,                 2.4427,                 2.1933,                 1.7567,               0.007822,               0.007822,               0.007822
                     79,                 1.6692,                 1.1974,                 1.2389,                0.30557,                0.34777,                0.21324,                0.07096,                  2.473,                 2.2956,                 1.8148,              0.0077937,              0.0077937,              0.0077937
                     80,                 1.6431,                 1.1484,                  1.206,                0.32206,                0.35032,                 0.2254,                0.07369,                 2.4891,                 2.2908,                 1.8112,              0.0077654,              0.0077654,              0.0077654
                     81,                 1.6312,                 1.1147,                 1.2253,                0.32697,                0.37834,                0.23691,                0.08259,                 2.4194,                 2.2369,                 1.7712,              0.0077371,              0.0077371,              0.0077371
                     82,                 1.6115,                 1.1328,                 1.2035,                0.34167,                0.28408,                0.19285,                 0.0648,                 2.4725,                 2.5179,                 1.7865,              0.0077089,              0.0077089,              0.0077089
                     83,                 1.6181,                 1.1134,                 1.1917,                 0.3153,                0.31465,                0.20563,                0.06446,                 2.4764,                 2.3868,                 1.8102,              0.0076806,              0.0076806,              0.0076806
                     84,                 1.6049,                 1.1179,                 1.2054,                0.31238,                0.36688,                0.22986,                0.07345,                 2.5065,                 2.1608,                 1.8259,              0.0076523,              0.0076523,              0.0076523
                     85,                 1.6002,                 1.1235,                 1.1719,                0.31977,                0.34013,                0.21613,                0.07154,                 2.4827,                 2.2157,                 1.8046,               0.007624,               0.007624,               0.007624
                     86,                 1.5947,                 1.0735,                 1.2152,                0.25088,                0.32866,                0.17655,                0.05829,                 2.4911,                 2.3495,                 1.8319,              0.0075957,              0.0075957,              0.0075957
                     87,                   1.61,                 1.0857,                 1.1707,                0.29101,                0.30828,                0.18785,                0.05933,                  2.534,                 2.3208,                 1.8602,              0.0075674,              0.0075674,              0.0075674
                     88,                 1.5741,                  1.044,                 1.1822,                0.26466,                0.29809,                0.16118,                  0.051,                 2.5406,                 2.4505,                 1.8708,              0.0075391,              0.0075391,              0.0075391
                     89,                 1.5285,                 1.0728,                 1.1841,                 0.2869,                0.33248,                0.20053,                0.06215,                 2.5697,                  2.325,                 1.8971,              0.0075109,              0.0075109,              0.0075109
                     90,                 1.5346,                  1.024,                 1.1623,                0.31048,                0.34818,                 0.2266,                0.07543,                  2.471,                 2.2129,                 1.8165,              0.0074826,              0.0074826,              0.0074826
                     91,                 1.5378,                0.98862,                 1.1632,                0.31416,                0.34395,                0.22398,                0.07033,                 2.4802,                 2.2747,                 1.8258,              0.0074543,              0.0074543,              0.0074543
