                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                  1.777,                 1.6331,                 1.3851,                0.34514,                 0.3758,                0.26469,                0.09242,                 2.3217,                 2.2587,                 1.8226,              0.0075109,              0.0075109,              0.0075109
                     90,                 1.7605,                 1.5162,                 1.3663,                0.36947,                 0.3465,                0.25364,                0.09088,                 2.3065,                 2.3362,                 1.8241,              0.0074826,              0.0074826,              0.0074826
                     91,                 1.7846,                 1.5007,                 1.3866,                0.34389,                 0.4242,                0.25915,                0.08773,                 2.3202,                 2.1229,                 1.8422,              0.0074543,              0.0074543,              0.0074543
                     92,                  1.774,                 1.5349,                 1.3642,                0.35604,                0.44076,                0.29139,                0.10094,                 2.2774,                 2.0615,                 1.8065,               0.007426,               0.007426,               0.007426
                     93,                 1.8302,                 1.6545,                 1.4271,                0.32015,                0.39873,                0.25164,                0.09021,                 2.2453,                 2.1549,                 1.7893,              0.0073977,              0.0073977,              0.0073977
                     94,                 1.7627,                 1.5906,                 1.3722,                0.31056,                0.37298,                0.23751,                0.08155,                 2.3271,                 2.3237,                 1.8068,              0.0073694,              0.0073694,              0.0073694
                     95,                  1.789,                  1.557,                 1.3697,                0.33304,                0.39693,                0.26794,                 0.0938,                 2.2966,                  2.192,                 1.8113,              0.0073411,              0.0073411,              0.0073411
                     96,                 1.7715,                 1.5488,                 1.3757,                0.34929,                0.42548,                0.28657,                0.10131,                 2.2772,                 2.0783,                 1.8315,              0.0073129,              0.0073129,              0.0073129
                     97,                 1.7052,                  1.497,                 1.3475,                0.35565,                   0.45,                0.29486,                0.10587,                  2.274,                  2.044,                  1.842,              0.0072846,              0.0072846,              0.0072846
                     98,                 1.7489,                 1.4809,                 1.3624,                0.32828,                 0.3949,                0.24287,                0.08657,                 2.2863,                 2.1772,                 1.8372,              0.0072563,              0.0072563,              0.0072563
                     99,                 1.7272,                 1.4584,                 1.3494,                0.36312,                0.49171,                0.29866,                0.10371,                 2.3053,                 2.0308,                 1.8479,               0.007228,               0.007228,               0.007228
                    100,                  1.703,                 1.4672,                 1.3793,                0.35247,                0.41529,                0.27214,                0.09701,                 2.2782,                  2.089,                 1.8641,              0.0071997,              0.0071997,              0.0071997
                    101,                 1.7634,                  1.501,                 1.3624,                0.33673,                0.35763,                0.22832,                 0.0757,                 2.3596,                 2.2265,                 1.9077,              0.0071714,              0.0071714,              0.0071714
                    102,                 1.7102,                 1.4803,                 1.3399,                 0.3337,                0.41401,                 0.2437,                0.08034,                   2.33,                 2.1909,                 1.8914,              0.0071431,              0.0071431,              0.0071431
                    103,                 1.7241,                  1.463,                 1.3505,                0.31278,                0.38599,                0.23945,                0.08492,                   2.27,                 2.2732,                 1.8193,              0.0071149,              0.0071149,              0.0071149
                    104,                 1.7115,                 1.4197,                 1.3181,                0.36729,                0.36178,                0.24098,                0.08097,                 2.4155,                 2.3496,                  1.893,              0.0070866,              0.0070866,              0.0070866
                    105,                 1.7191,                 1.4691,                 1.3358,                0.34009,                0.40255,                  0.258,                0.08606,                 2.3707,                 2.1473,                 1.8805,              0.0070583,              0.0070583,              0.0070583
                    106,                  1.704,                 1.4505,                 1.3321,                0.28445,                0.35541,                0.18794,                0.06165,                 2.4446,                 2.3256,                 1.8877,                0.00703,                0.00703,                0.00703
                    107,                 1.6793,                 1.4341,                 1.3421,                0.29783,                0.36687,                0.22045,                0.07636,                 2.3413,                 2.3305,                 1.8799,              0.0070017,              0.0070017,              0.0070017
                    108,                 1.6743,                 1.3918,                 1.3151,                0.33341,                0.38217,                0.25056,                0.08511,                 2.3465,                 2.2875,                 1.8897,              0.0069734,              0.0069734,              0.0069734
                    109,                 1.6839,                 1.4672,                 1.3434,                 0.3184,                0.34013,                0.21048,                0.07066,                 2.3427,                 2.3783,                  1.879,              0.0069451,              0.0069451,              0.0069451
                    110,                 1.6205,                 1.3722,                 1.3055,                0.35008,                0.40758,                0.26376,                0.08674,                 2.4441,                 2.1502,                   1.93,              0.0069169,              0.0069169,              0.0069169
                    111,                 1.6994,                 1.3656,                 1.2978,                0.34372,                0.36228,                0.24959,                0.07984,                 2.4495,                 2.1949,                 1.9261,              0.0068886,              0.0068886,              0.0068886
                    112,                 1.6651,                 1.3694,                 1.3028,                0.30546,                0.38471,                0.22892,                0.07569,                 2.4269,                 2.2678,                 1.9187,              0.0068603,              0.0068603,              0.0068603
                    113,                 1.6475,                 1.3541,                 1.3086,                0.30259,                0.35152,                0.21761,                0.07472,                 2.3891,                 2.3657,                 1.8976,               0.006832,               0.006832,               0.006832
                    114,                 1.6964,                  1.389,                 1.3147,                0.36294,                0.31847,                0.22708,                 0.0734,                 2.4541,                 2.3051,                 1.9625,              0.0068037,              0.0068037,              0.0068037
                    115,                 1.6672,                 1.3506,                 1.3055,                0.38139,                0.38483,                0.27966,                0.09145,                 2.4454,                 2.0947,                 1.9538,              0.0067754,              0.0067754,              0.0067754
                    116,                 1.6432,                 1.3719,                  1.317,                0.34462,                0.36561,                0.22928,                0.07792,                 2.3938,                 2.3426,                 1.9244,              0.0067471,              0.0067471,              0.0067471
                    117,                 1.6695,                 1.3522,                  1.316,                 0.3288,                0.39236,                0.24129,                0.08149,                 2.3681,                 2.2856,                 1.9046,              0.0067189,              0.0067189,              0.0067189
                    118,                 1.6592,                  1.367,                 1.3131,                 0.2899,                0.38745,                0.22466,                0.07655,                 2.3959,                 2.3685,                  1.928,              0.0066906,              0.0066906,              0.0066906
                    119,                 1.6283,                 1.2844,                 1.2732,                0.35355,                0.33791,                0.23039,                0.08544,                 2.3324,                 2.4495,                 1.8517,              0.0066623,              0.0066623,              0.0066623
                    120,                 1.5932,                 1.3071,                  1.278,                0.34471,                0.33237,                0.22152,                0.07667,                 2.3737,                 2.4255,                 1.8635,               0.006634,               0.006634,               0.006634
                    121,                 1.5767,                 1.3155,                 1.2691,                0.35396,                0.38249,                0.26171,                0.09201,                  2.367,                 2.2964,                 1.8616,              0.0066057,              0.0066057,              0.0066057
                    122,                 1.5892,                 1.2374,                 1.2629,                0.35505,                0.39108,                0.26291,                0.09534,                 2.3584,                  2.325,                 1.8416,              0.0065774,              0.0065774,              0.0065774
                    123,                 1.6009,                 1.2574,                 1.2613,                0.32537,                0.33885,                0.19954,                0.06882,                 2.3333,                 2.5885,                 1.8271,              0.0065491,              0.0065491,              0.0065491
                    124,                 1.5954,                 1.2506,                 1.2712,                 0.3163,                0.38217,                0.23783,                0.08202,                   2.35,                 2.3849,                 1.8635,              0.0065209,              0.0065209,              0.0065209
                    125,                 1.6227,                 1.3165,                 1.2917,                0.33787,                0.37834,                0.22247,                 0.0741,                 2.3802,                 2.3955,                 1.9337,              0.0064926,              0.0064926,              0.0064926
                    126,                  1.611,                 1.2812,                 1.2847,                0.30933,                0.33121,                0.20534,                0.07004,                 2.3504,                 2.5345,                 1.9315,              0.0064643,              0.0064643,              0.0064643
                    127,                  1.602,                 1.2076,                  1.252,                0.28348,                0.35796,                0.18685,                0.06324,                 2.4324,                 2.4487,                 1.9723,               0.006436,               0.006436,               0.006436
                    128,                 1.5591,                 1.2007,                 1.2218,                0.34227,                0.38726,                0.24483,                 0.0776,                 2.5294,                 2.1995,                 2.0256,              0.0064077,              0.0064077,              0.0064077
                    129,                  1.617,                 1.2581,                 1.2779,                0.32137,                0.35796,                0.21515,                0.07771,                 2.3521,                 2.5271,                 1.9062,              0.0063794,              0.0063794,              0.0063794
                    130,                 1.5391,                 1.2168,                 1.2261,                0.32348,                 0.3172,                0.20961,                0.07054,                 2.4809,                 2.4745,                 1.9804,              0.0063511,              0.0063511,              0.0063511
                    131,                 1.5519,                 1.2328,                 1.2307,                0.31843,                0.32853,                 0.2214,                0.07451,                 2.4923,                 2.3323,                 2.0005,              0.0063229,              0.0063229,              0.0063229
                    132,                 1.5764,                 1.2182,                 1.2545,                0.36115,                 0.3465,                0.25009,                0.09052,                 2.4148,                 2.2374,                 1.9543,              0.0062946,              0.0062946,              0.0062946
                    133,                 1.5289,                 1.2002,                 1.2465,                0.30243,                 0.3172,                0.19831,                0.06874,                 2.4568,                 2.5297,                 1.9562,              0.0062663,              0.0062663,              0.0062663
                    134,                 1.5197,                 1.2056,                 1.2572,                0.34886,                0.38981,                0.26206,                0.09201,                 2.4126,                 2.2334,                 1.9512,               0.006238,               0.006238,               0.006238
